CreationTime,InsertionTime,CreationDate,CreationHour,ReceivingHost,ProductsReceived,BytesReceived,Latency,CountyCode,StateCode,State
20180628233505,20180628233505,0628,23,wisc,559,409569623,0.135671,48113,47,WI
20180628234047,20180628234050,0628,23,uva,11,3257093,3.699574,29203,44,VA
20180628234058,20180628234100,0628,23,wisc,77,140420874,1.820654,48113,47,WI
20180628234058,20180628234058,0628,23,uva,1461,917567945,0.102032,29203,44,VA
20180628234104,20180628234104,0628,23,wisc,8,12887393,0.203124,48113,47,WI
20180628234104,20180628234106,0628,23,uva,284,86263090,1.620329,29203,44,VA
20180628234229,20180628234230,0628,23,uva,1797,931390595,0.135277,29203,44,VA
20180628234229,20180628234232,0628,23,uva,567,96167130,2.145174,29203,44,VA
20180628234232,20180628234233,0628,23,wisc,384,25784521,0.77421,48113,47,WI
20180628234232,20180628234232,0628,23,uva,586,96758730,0.040809,29203,44,VA
20180628234245,20180628234246,0628,23,wisc,509,156533357,0.307185,48113,47,WI
20180628234310,20180628234310,0628,23,wisc,385,25846708,0.040527,48113,47,WI
20180628234356,20180628234356,0628,23,uva,1829,934007846,0.058217,29203,44,VA
20180628234400,20180628234402,0628,23,wisc,519,158679372,1.264994,48113,47,WI
20180628234428,20180628234432,0628,23,uva,588,96870709,3.673029,29203,44,VA
20180628234445,20180628234448,0628,23,uva,1831,934368230,2.955029,29203,44,VA
20180628234445,20180628234446,0628,23,wisc,389,26287258,0.804283,48113,47,WI
20180628234544,20180628234544,0628,23,wisc,524,159372976,0.552651,48113,47,WI
20180628234544,20180628234544,0628,23,uva,589,97208187,0.114719,29203,44,VA
20180628234605,20180628234605,0628,23,uva,1841,937795579,0.085869,29203,44,VA
20180628234700,20180628234700,0628,23,wisc,531,161443289,0.307123,48113,47,WI
20180628234702,20180628234703,0628,23,wisc,391,26604014,0.347199,48113,47,WI
20180628234702,20180628234703,0628,23,uva,2149,165766773,0.084476,29203,44,VA
20180628234746,20180628234747,0628,23,uva,3456,1272332086,0.527869,29203,44,VA
20180628234822,20180628234822,0628,23,wisc,393,27144079,0.115866,48113,47,WI
20180628234823,20180628234824,0628,23,wisc,549,166352279,1.093287,48113,47,WI
20180628234834,20180628234834,0628,23,uva,2161,169075035,0.122424,29203,44,VA
20180628234847,20180628234847,0628,23,uva,12,3329175,0.284273,29203,44,VA
20180628234908,20180628234908,0628,23,uva,3638,1345642225,0.229857,29203,44,VA
20180628234948,20180628234948,0628,23,wisc,3551,1253621456,0.178893,48113,47,WI
20180628234948,20180628234949,0628,23,wisc,2158,165059790,0.181741,48113,47,WI
20180628234953,20180628234954,0628,23,wisc,11,2471230,0.277295,48113,47,WI
20180628234953,20180628234954,0628,23,uva,13,3942525,0.275909,29203,44,VA
20180628235010,20180628235011,0628,23,uva,2177,178677291,0.285587,29203,44,VA
20180628235032,20180628235033,0628,23,uva,3815,1471066060,0.815112,29203,44,VA
20180628235050,20180628235050,0628,23,wisc,2186,169313199,0.142681,48113,47,WI
20180628235056,20180628235056,0628,23,wisc,3645,1319652968,0.088178,48113,47,WI
20180628235123,20180628235123,0628,23,uva,2208,182087781,0.091028,29203,44,VA
20180628235146,20180628235146,0628,23,uva,3894,1527194796,0.237129,29203,44,VA
20180628235201,20180628235202,0628,23,wisc,2209,175616327,0.946903,48113,47,WI
20180628235207,20180628235209,0628,23,wisc,3738,1383715002,1.545781,48113,47,WI
20180628235255,20180628235255,0628,23,uva,2245,192977796,0.21299,29203,44,VA
20180628235308,20180628235308,0628,23,uva,4079,1693282334,0.027321,29203,44,VA
20180628235327,20180628235328,0628,23,wisc,2249,188415967,0.24509,48113,47,WI
20180628235328,20180628235329,0628,23,wisc,4021,1606673220,0.235343,48113,47,WI
20180628235406,20180628235407,0628,23,uva,18,4993408,0.523759,29203,44,VA
20180628235406,20180628235407,0628,23,wisc,16,3522113,0.673222,48113,47,WI
20180628235407,20180628235408,0628,23,uva,2289,206257967,0.604964,29203,44,VA
20180628235410,20180628235411,0628,23,uva,4406,1937281004,0.503818,29203,44,VA
20180628235437,20180628235438,0628,23,wisc,4582,1870125446,0.179449,48113,47,WI
20180628235437,20180628235437,0628,23,wisc,2512,211609304,0.101494,48113,47,WI
20180628235535,20180628235536,0628,23,uva,2855,257022389,0.73358,29203,44,VA
20180628235536,20180628235537,0628,23,uva,5242,2169795448,0.518488,29203,44,VA
20180628235548,20180628235549,0628,23,wisc,2844,248631786,0.645052,48113,47,WI
20180628235551,20180628235552,0628,23,wisc,5135,2072730258,0.587212,48113,47,WI
20180628235607,20180628235607,0628,23,uva,19,5024625,0.226046,29203,44,VA
20180628235651,20180628235651,0628,23,uva,3110,289247132,0.317076,29203,44,VA
20180628235651,20180628235652,0628,23,uva,5969,2457636737,0.36171,29203,44,VA
20180628235714,20180628235714,0628,23,wisc,19,3649265,0.303319,48113,47,WI
20180628235717,20180628235718,0628,23,wisc,3122,293213503,0.728593,48113,47,WI
20180628235718,20180628235719,0628,23,wisc,5909,2398511645,0.732279,48113,47,WI
20180628235721,20180628235722,0628,23,uva,25,5295308,0.955193,29203,44,VA
20180628235755,20180628235756,0628,23,uva,6366,2699982773,0.562266,29203,44,VA
20180628235755,20180628235755,0628,23,uva,3217,314622453,0.199872,29203,44,VA
20180628235837,20180628235837,0628,23,wisc,3455,323054302,0.112729,48113,47,WI
20180628235837,20180628235837,0628,23,wisc,25,3871722,0.170645,48113,47,WI
20180628235838,20180628235839,0628,23,wisc,6683,2667771029,0.231346,48113,47,WI
20180628235920,20180628235920,0628,23,uva,32,5810595,0.237514,29203,44,VA
20180628235920,20180628235920,0628,23,wisc,30,4339300,0.238858,48113,47,WI
20180628235925,20180628235926,0628,23,uva,7388,2998499509,0.225388,29203,44,VA
20180628235925,20180628235925,0628,23,uva,3616,355429779,0.457482,29203,44,VA
20180628235959,20180629000000,0628,23,uva,3857,371876626,0.176445,29203,44,VA
20180628235959,20180629000000,0628,23,wisc,3844,361704723,0.177829,48113,47,WI
20180628235959,20180629000000,0628,23,uva,7888,3121579731,0.17047,29203,44,VA
20180628235959,20180629000000,0628,23,wisc,7709,2962478493,0.171736,48113,47,WI
20180629000007,20180629000008,0629,00,wisc,134,12493194,0.061299,48113,47,WI
20180629000007,20180629000007,0629,00,wisc,178,22591882,0.056607,48113,47,WI
20180629000042,20180629000043,0629,00,uva,718,141824240,0.151663,29203,44,VA
20180629000042,20180629000042,0629,00,uva,536,32361933,0.232025,29203,44,VA
20180629000042,20180629000042,0629,00,uva,2,90392,0.091236,29203,44,VA
20180629000116,20180629000116,0629,00,wisc,6,109653,0.37078,48113,47,WI
20180629000122,20180629000123,0629,00,wisc,1501,74397765,1.595697,48113,47,WI
20180629000124,20180629000126,0629,00,wisc,1795,264286114,1.45808,48113,47,WI
20180629000209,20180629000209,0629,00,uva,34,781185,0.431666,29203,44,VA
20180629000210,20180629000211,0629,00,uva,2407,411964031,0.136251,29203,44,VA
20180629000210,20180629000210,0629,00,uva,1829,95546913,0.146477,29203,44,VA
20180629000250,20180629000250,0629,00,wisc,39,1655509,0.216866,48113,47,WI
20180629000251,20180629000251,0629,00,wisc,2127,114815415,0.295673,48113,47,WI
20180629000251,20180629000252,0629,00,wisc,3152,560178558,0.255722,48113,47,WI
20180629000321,20180629000321,0629,00,uva,43,2400530,0.257903,29203,44,VA
20180629000332,20180629000333,0629,00,uva,3720,709747769,0.472908,29203,44,VA
20180629000332,20180629000332,0629,00,uva,2349,136267622,0.532528,29203,44,VA
20180629000354,20180629000355,0629,00,wisc,45,4858798,0.696448,48113,47,WI
20180629000407,20180629000408,0629,00,wisc,2370,153261495,0.651484,48113,47,WI
20180629000411,20180629000411,0629,00,wisc,3874,855112203,0.168907,48113,47,WI
20180629000428,20180629000429,0629,00,uva,47,4948952,0.171719,29203,44,VA
20180629000428,20180629000429,0629,00,wisc,47,4948952,0.172957,48113,47,WI
20180629000435,20180629000435,0629,00,uva,4173,938083828,0.059795,29203,44,VA
20180629000435,20180629000436,0629,00,uva,2512,171512086,0.064242,29203,44,VA
20180629000529,20180629000530,0629,00,wisc,2765,196457972,1.029483,48113,47,WI
20180629000531,20180629000532,0629,00,wisc,4640,1140510483,1.031939,48113,47,WI
20180629000544,20180629000544,0629,00,uva,2808,200806701,0.096344,29203,44,VA
20180629000544,20180629000545,0629,00,uva,4812,1190955900,0.099567,29203,44,VA
20180629000647,20180629000648,0629,00,wisc,5039,1321799709,0.682722,48113,47,WI
20180629000647,20180629000647,0629,00,wisc,2882,220378817,0.66235,48113,47,WI
20180629000647,20180629000648,0629,00,uva,2883,220428211,0.585333,29203,44,VA
20180629000701,20180629000701,0629,00,uva,5041,1322152912,0.082392,29203,44,VA
20180629000721,20180629000721,0629,00,wisc,2917,223496813,0.076177,48113,47,WI
20180629000800,20180629000801,0629,00,wisc,5139,1380464101,0.538586,48113,47,WI
20180629000826,20180629000826,0629,00,uva,2924,229355641,0.056868,29203,44,VA
20180629000840,20180629000841,0629,00,uva,5197,1445100012,1.533022,29203,44,VA
20180629000929,20180629000929,0629,00,uva,48,4978395,0.211601,29203,44,VA
20180629000929,20180629000929,0629,00,wisc,48,4978395,0.212904,48113,47,WI
20180629000929,20180629000929,0629,00,wisc,2946,241623881,0.211373,48113,47,WI
20180629000929,20180629000930,0629,00,wisc,5309,1550927005,0.193796,48113,47,WI
20180629001009,20180629001010,0629,00,uva,5344,1561866819,0.159487,29203,44,VA
20180629001009,20180629001009,0629,00,uva,2980,245064009,0.087125,29203,44,VA
20180629001027,20180629001027,0629,00,wisc,3006,245531135,0.052321,48113,47,WI
20180629001038,20180629001039,0629,00,wisc,5408,1569972573,1.519626,48113,47,WI
20180629001125,20180629001125,0629,00,uva,5499,1681910595,0.052487,29203,44,VA
20180629001125,20180629001125,0629,00,uva,3014,252608197,0.035808,29203,44,VA
20180629001125,20180629001125,0629,00,wisc,3014,252608197,0.037118,48113,47,WI
20180629001213,20180629001214,0629,00,wisc,5511,1692012277,1.557129,48113,47,WI
20180629001252,20180629001252,0629,00,uva,3027,264555904,0.503048,29203,44,VA
20180629001253,20180629001254,0629,00,uva,5578,1787652899,0.566731,29203,44,VA
20180629001300,20180629001300,0629,00,wisc,3030,265827325,0.038139,48113,47,WI
20180629001329,20180629001329,0629,00,wisc,5597,1799250472,0.259038,48113,47,WI
20180629001359,20180629001359,0629,00,uva,3032,266098970,0.135294,29203,44,VA
20180629001413,20180629001413,0629,00,uva,5607,1804033287,0.542613,29203,44,VA
20180629001444,20180629001445,0629,00,wisc,5696,1921440990,1.25044,48113,47,WI
20180629001457,20180629001457,0629,00,wisc,3041,272055040,0.084312,48113,47,WI
20180629001522,20180629001522,0629,00,uva,3081,272671466,0.039881,29203,44,VA
20180629001528,20180629001528,0629,00,uva,5723,1928206398,0.038386,29203,44,VA
20180629001554,20180629001554,0629,00,wisc,3090,280456600,0.187794,48113,47,WI
20180629001613,20180629001613,0629,00,wisc,5812,2037802588,0.052783,48113,47,WI
20180629001628,20180629001629,0629,00,uva,3091,281699091,0.574101,29203,44,VA
20180629001643,20180629001644,0629,00,uva,5816,2044462401,1.450616,29203,44,VA
20180629001729,20180629001730,0629,00,wisc,3097,286757340,0.716309,48113,47,WI
20180629001741,20180629001742,0629,00,wisc,5901,2149672011,0.220052,48113,47,WI
20180629001801,20180629001802,0629,00,uva,3100,288081116,0.235541,29203,44,VA
20180629001815,20180629001817,0629,00,uva,5916,2159568831,1.823627,29203,44,VA
20180629001832,20180629001832,0629,00,wisc,3105,288556691,0.213311,48113,47,WI
20180629001843,20180629001845,0629,00,wisc,5925,2169311034,1.40295,48113,47,WI
20180629001912,20180629001913,0629,00,uva,3109,292433637,0.722452,29203,44,VA
20180629001919,20180629001920,0629,00,uva,5969,2229569451,0.581595,29203,44,VA
20180629001929,20180629001930,0629,00,wisc,3115,294989289,0.246328,48113,47,WI
20180629002016,20180629002017,0629,00,wisc,6020,2282899326,0.94258,48113,47,WI
20180629002029,20180629002029,0629,00,uva,3116,295038788,0.047554,29203,44,VA
20180629002038,20180629002040,0629,00,uva,6024,2285817183,1.790485,29203,44,VA
20180629002056,20180629002056,0629,00,wisc,49,5086609,0.448104,48113,47,WI
20180629002056,20180629002056,0629,00,uva,49,5086609,0.446726,29203,44,VA
20180629002105,20180629002106,0629,00,wisc,3119,297107957,0.888186,48113,47,WI
20180629002147,20180629002147,0629,00,wisc,6115,2399847623,0.11127,48113,47,WI
20180629002156,20180629002156,0629,00,uva,3120,298826799,0.718396,29203,44,VA
20180629002157,20180629002158,0629,00,uva,6131,2419630768,0.576969,29203,44,VA
20180629002248,20180629002248,0629,00,uva,3128,307550878,0.091432,29203,44,VA
20180629002248,20180629002248,0629,00,wisc,3128,307550878,0.092843,48113,47,WI
20180629002302,20180629002302,0629,00,uva,6220,2515619685,0.034407,29203,44,VA
20180629002302,20180629002302,0629,00,wisc,6220,2515619685,0.035807,48113,47,WI
20180629002416,20180629002417,0629,00,wisc,3136,314445625,0.05592,48113,47,WI
20180629002416,20180629002417,0629,00,uva,6313,2626129122,0.049288,29203,44,VA
20180629002416,20180629002417,0629,00,uva,3136,314445625,0.054478,29203,44,VA
20180629002434,20180629002435,0629,00,wisc,6322,2634333255,1.286325,48113,47,WI
20180629002505,20180629002506,0629,00,wisc,50,6150939,0.666789,48113,47,WI
20180629002505,20180629002506,0629,00,uva,50,6150939,0.667216,29203,44,VA
20180629002534,20180629002534,0629,00,wisc,3141,317310949,0.046994,48113,47,WI
20180629002534,20180629002534,0629,00,uva,3141,317310949,0.045515,29203,44,VA
20180629002550,20180629002551,0629,00,wisc,6411,2747178588,0.260364,48113,47,WI
20180629002559,20180629002559,0629,00,uva,6415,2750019000,0.076487,29203,44,VA
20180629002636,20180629002637,0629,00,wisc,3143,319750855,1.306726,48113,47,WI
20180629002658,20180629002658,0629,00,uva,6438,2764455439,0.079747,29203,44,VA
20180629002658,20180629002658,0629,00,wisc,6438,2764455439,0.081196,48113,47,WI
20180629002720,20180629002721,0629,00,uva,3144,319804054,0.561562,29203,44,VA
20180629002820,20180629002821,0629,00,uva,3146,320879279,0.343058,29203,44,VA
20180629002821,20180629002823,0629,00,uva,6460,2781073808,1.885772,29203,44,VA
20180629002834,20180629002834,0629,00,wisc,3148,321040002,0.039575,48113,47,WI
20180629002834,20180629002834,0629,00,uva,3148,321040002,0.038105,29203,44,VA
20180629002835,20180629002836,0629,00,wisc,6466,2783259817,1.168352,48113,47,WI
20180629002935,20180629002936,0629,00,uva,6474,2787927874,1.30066,29203,44,VA
20180629002952,20180629002953,0629,00,wisc,3149,321109127,1.100001,48113,47,WI
20180629003001,20180629003001,0629,00,wisc,6482,2793485186,0.083462,48113,47,WI
20180629003047,20180629003047,0629,00,uva,3906,348312500,0.113893,29203,44,VA
20180629003050,20180629003050,0629,00,uva,7337,2835034582,0.200601,29203,44,VA
20180629003105,20180629003106,0629,00,wisc,7346,2841293663,1.404015,48113,47,WI
20180629003120,20180629003120,0629,00,wisc,3909,349642036,0.047515,48113,47,WI
20180629003153,20180629003153,0629,00,uva,4130,351152196,0.267465,29203,44,VA
20180629003207,20180629003207,0629,00,uva,7575,2850427408,0.054358,29203,44,VA
20180629003238,20180629003239,0629,00,wisc,4132,352353817,0.476949,48113,47,WI
20180629003238,20180629003239,0629,00,uva,4132,352353817,0.476631,29203,44,VA
20180629003251,20180629003251,0629,00,wisc,7594,2865488289,0.153273,48113,47,WI
20180629003336,20180629003336,0629,00,uva,7602,2867577062,0.103371,29203,44,VA
20180629003352,20180629003353,0629,00,wisc,4177,360052776,0.467588,48113,47,WI
20180629003420,20180629003422,0629,00,wisc,7775,2920579375,1.887093,48113,47,WI
20180629003437,20180629003438,0629,00,wisc,4179,360220585,0.540261,48113,47,WI
20180629003437,20180629003438,0629,00,uva,4179,360220585,0.507828,29203,44,VA
20180629003453,20180629003455,0629,00,uva,7789,2931258156,2.081784,29203,44,VA
20180629003522,20180629003523,0629,00,wisc,7792,2932905822,0.683447,48113,47,WI
20180629003552,20180629003553,0629,00,uva,4181,361520435,0.702607,29203,44,VA
20180629003608,20180629003608,0629,00,uva,7802,2938107609,0.121899,29203,44,VA
20180629003639,20180629003640,0629,00,wisc,7814,2947966361,0.860171,48113,47,WI
20180629003639,20180629003639,0629,00,wisc,4187,362002185,0.238184,48113,47,WI
20180629003639,20180629003639,0629,00,uva,4187,362002185,0.236721,29203,44,VA
20180629003724,20180629003726,0629,00,uva,7818,2952938595,1.454938,29203,44,VA
20180629003757,20180629003758,0629,00,uva,51,6204293,0.376701,29203,44,VA
20180629003757,20180629003758,0629,00,wisc,51,6204293,0.37815,48113,47,WI
20180629003757,20180629003758,0629,00,wisc,7832,2974876641,0.215401,48113,47,WI
20180629003809,20180629003809,0629,00,wisc,4189,362285533,0.296884,48113,47,WI
20180629003844,20180629003845,0629,00,uva,4191,362481442,0.318887,29203,44,VA
20180629003844,20180629003845,0629,00,wisc,4191,362481442,0.965861,48113,47,WI
20180629003854,20180629003855,0629,00,uva,7868,3014214498,1.26861,29203,44,VA
20180629003913,20180629003915,0629,00,wisc,7881,3060146445,2.869974,48113,47,WI
20180629003954,20180629003954,0629,00,uva,4194,377978627,0.140985,29203,44,VA
20180629003958,20180629004004,0629,00,uva,7897,3139950330,6.943401,29203,44,VA
20180629004024,20180629004024,0629,00,wisc,7904,3152803910,0.072511,48113,47,WI
20180629004043,20180629004044,0629,00,wisc,4195,378028153,0.965555,48113,47,WI
20180629004127,20180629004128,0629,00,uva,7921,3166436659,0.569425,29203,44,VA
20180629004128,20180629004128,0629,00,wisc,4199,378388057,0.646183,48113,47,WI
20180629004128,20180629004128,0629,00,uva,4199,378388057,0.574201,29203,44,VA
20180629004157,20180629004158,0629,00,wisc,7924,3168180073,0.206502,48113,47,WI
20180629004243,20180629004243,0629,00,uva,4201,378545369,0.234926,29203,44,VA
20180629004243,20180629004243,0629,00,wisc,4201,378545369,0.236439,48113,47,WI
20180629004300,20180629004300,0629,00,uva,7949,3186838352,0.081638,29203,44,VA
20180629004328,20180629004328,0629,00,wisc,7950,3186887767,0.147912,48113,47,WI
20180629004413,20180629004413,0629,00,uva,4209,384834825,0.04901,29203,44,VA
20180629004446,20180629004446,0629,00,uva,7973,3247999215,0.472882,29203,44,VA
20180629004446,20180629004446,0629,00,wisc,4210,384888186,0.443292,48113,47,WI
20180629004459,20180629004459,0629,00,wisc,7978,3251245979,0.08053,48113,47,WI
20180629004614,20180629004615,0629,00,uva,9207,3269623855,0.322158,29203,44,VA
20180629004614,20180629004614,0629,00,uva,5708,399632279,0.32181,29203,44,VA
20180629004626,20180629004628,0629,00,wisc,10850,3284659744,1.535857,48113,47,WI
20180629004626,20180629004627,0629,00,wisc,7700,413511673,1.538567,48113,47,WI
20180629004727,20180629004727,0629,00,wisc,52,6226639,0.175489,48113,47,WI
20180629004734,20180629004734,0629,00,wisc,9493,436515488,0.060081,48113,47,WI
20180629004735,20180629004736,0629,00,wisc,12338,3391454377,0.519791,48113,47,WI
20180629004738,20180629004738,0629,00,uva,56,6362481,0.273732,29203,44,VA
20180629004740,20180629004740,0629,00,uva,9503,436934431,0.243151,29203,44,VA
20180629004740,20180629004741,0629,00,uva,12373,3411122540,0.425786,29203,44,VA
20180629004834,20180629004834,0629,00,uva,66,6913032,0.297312,29203,44,VA
20180629004834,20180629004834,0629,00,wisc,66,6913032,0.298769,48113,47,WI
20180629004842,20180629004843,0629,00,wisc,9661,462089650,0.213156,48113,47,WI
20180629004842,20180629004842,0629,00,wisc,12907,3651640334,0.220333,48113,47,WI
20180629004844,20180629004846,0629,00,uva,9688,464285397,1.682101,29203,44,VA
20180629004846,20180629004847,0629,00,uva,12940,3662269921,0.623915,29203,44,VA
20180629004948,20180629004948,0629,00,wisc,74,7970016,0.293354,48113,47,WI
20180629004954,20180629004955,0629,00,wisc,13415,3925558788,0.808526,48113,47,WI
20180629004954,20180629004954,0629,00,wisc,9799,488623044,0.337524,48113,47,WI
20180629005004,20180629005004,0629,00,uva,76,8017545,0.290401,29203,44,VA
20180629005004,20180629005004,0629,00,wisc,76,8017545,0.291853,48113,47,WI
20180629005011,20180629005011,0629,00,uva,9812,498487228,0.582626,29203,44,VA
20180629005013,20180629005014,0629,00,uva,13490,3999515724,0.387004,29203,44,VA
20180629005052,20180629005053,0629,00,wisc,9831,507548057,0.615247,48113,47,WI
20180629005057,20180629005101,0629,00,wisc,13707,4172400472,3.581131,48113,47,WI
20180629005136,20180629005137,0629,00,uva,9877,526445934,0.606203,29203,44,VA
20180629005138,20180629005139,0629,00,uva,13933,4324091346,0.530956,29203,44,VA
20180629005206,20180629005206,0629,00,wisc,79,8072248,0.280541,48113,47,WI
20180629005207,20180629005207,0629,00,wisc,9896,534521824,0.173944,48113,47,WI
20180629005208,20180629005209,0629,00,wisc,14103,4449651013,0.166638,48113,47,WI
20180629005239,20180629005240,0629,00,uva,81,9270519,0.743397,29203,44,VA
20180629005303,20180629005303,0629,00,uva,9925,550622640,0.599431,29203,44,VA
20180629005305,20180629005306,0629,00,uva,14404,4674698590,0.596418,29203,44,VA
20180629005309,20180629005309,0629,00,wisc,82,9337754,0.271246,48113,47,WI
20180629005315,20180629005315,0629,00,wisc,9939,553455000,0.199128,48113,47,WI
20180629005319,20180629005320,0629,00,wisc,14474,4731020612,0.755033,48113,47,WI
20180629005328,20180629005328,0629,00,uva,83,9398201,0.302932,29203,44,VA
20180629005328,20180629005328,0629,00,wisc,83,9398201,0.304448,48113,47,WI
20180629005410,20180629005411,0629,00,uva,9950,563811724,0.321251,29203,44,VA
20180629005416,20180629005417,0629,00,uva,14649,4967349903,0.848703,29203,44,VA
20180629005418,20180629005418,0629,00,wisc,9951,563890875,0.352195,48113,47,WI
20180629005433,20180629005435,0629,00,wisc,14688,5037944987,1.768555,48113,47,WI
20180629005525,20180629005525,0629,00,uva,9966,581470288,0.237545,29203,44,VA
20180629005527,20180629005528,0629,00,uva,14839,5248725880,1.127559,29203,44,VA
20180629005528,20180629005528,0629,00,uva,85,9511379,0.262302,29203,44,VA
20180629005528,20180629005528,0629,00,wisc,85,9511379,0.263798,48113,47,WI
20180629005550,20180629005551,0629,00,wisc,9983,592941813,0.717889,48113,47,WI
20180629005602,20180629005603,0629,00,wisc,14977,5387260020,0.440809,48113,47,WI
20180629005636,20180629005637,0629,00,uva,15177,5523275955,0.217243,29203,44,VA
20180629005636,20180629005636,0629,00,uva,10002,606933529,0.182864,29203,44,VA
20180629005643,20180629005644,0629,00,wisc,86,10687299,0.566998,48113,47,WI
20180629005643,20180629005644,0629,00,uva,86,10687299,0.571802,29203,44,VA
20180629005730,20180629005731,0629,00,wisc,10033,636961060,0.813823,48113,47,WI
20180629005731,20180629005732,0629,00,wisc,15395,5725611546,0.149202,48113,47,WI
20180629005800,20180629005800,0629,00,uva,10042,649367939,0.173287,29203,44,VA
20180629005802,20180629005803,0629,00,uva,15468,5836320044,0.60852,29203,44,VA
20180629005856,20180629005857,0629,00,wisc,89,12613696,0.737351,48113,47,WI
20180629005900,20180629005900,0629,00,wisc,10153,667882335,0.222345,48113,47,WI
20180629005900,20180629005901,0629,00,wisc,15882,6058260641,0.568214,48113,47,WI
20180629005908,20180629005908,0629,00,uva,91,12872307,0.366784,29203,44,VA
20180629005910,20180629005911,0629,00,uva,15982,6094345690,0.298726,29203,44,VA
20180629005910,20180629005910,0629,00,uva,10188,673851297,0.282253,29203,44,VA
20180629005947,20180629005948,0629,00,wisc,102,13423518,1.036384,48113,47,WI
20180629005947,20180629005948,0629,00,uva,102,13423518,0.445815,29203,44,VA
20180629005955,20180629005955,0629,00,uva,10252,698106356,0.2922,29203,44,VA
20180629005955,20180629005955,0629,00,wisc,10252,698106356,0.29366,48113,47,WI
20180629005959,20180629010000,0629,00,uva,16236,6286135192,0.642819,29203,44,VA
20180629005959,20180629010000,0629,00,wisc,16236,6286135192,0.639545,48113,47,WI
20180629010017,20180629010018,0629,01,uva,12,6728941,0.580793,29203,44,VA
20180629010021,20180629010022,0629,01,uva,72,83518991,0.613238,29203,44,VA
20180629010027,20180629010027,0629,01,wisc,15,10642716,0.545895,48113,47,WI
20180629010030,20180629010031,0629,01,wisc,98,118396585,0.279462,48113,47,WI
20180629010130,20180629010130,0629,01,uva,6,326952,0.282623,29203,44,VA
20180629010133,20180629010133,0629,01,uva,569,369750470,0.624741,29203,44,VA
20180629010133,20180629010134,0629,01,uva,180,29530018,0.198561,29203,44,VA
20180629010151,20180629010151,0629,01,wisc,17,848571,0.31006,48113,47,WI
20180629010151,20180629010151,0629,01,uva,17,848571,0.308548,29203,44,VA
20180629010155,20180629010156,0629,01,wisc,883,449843849,1.700514,48113,47,WI
20180629010156,20180629010157,0629,01,wisc,385,47134882,1.343832,48113,47,WI
20180629010257,20180629010258,0629,01,uva,1036,692854298,1.261722,29203,44,VA
20180629010258,20180629010300,0629,01,uva,400,69654116,1.681735,29203,44,VA
20180629010305,20180629010306,0629,01,wisc,19,967111,0.279688,48113,47,WI
20180629010318,20180629010319,0629,01,wisc,401,69714191,0.563324,48113,47,WI
20180629010322,20180629010323,0629,01,wisc,1103,787709126,0.601425,48113,47,WI
20180629010329,20180629010330,0629,01,uva,20,1027150,0.254064,29203,44,VA
20180629010329,20180629010330,0629,01,wisc,20,1027150,0.255516,48113,47,WI
20180629010421,20180629010422,0629,01,uva,1296,102031958,0.510041,29203,44,VA
20180629010422,20180629010423,0629,01,uva,1971,990779255,1.417587,29203,44,VA
20180629010445,20180629010446,0629,01,wisc,2125,1076468612,0.025841,48113,47,WI
20180629010445,20180629010445,0629,01,wisc,1386,106343112,0.106859,48113,47,WI
20180629010517,20180629010518,0629,01,wisc,39,1052779,0.113427,48113,47,WI
20180629010517,20180629010518,0629,01,uva,39,1052779,0.111988,29203,44,VA
20180629010540,20180629010540,0629,01,uva,2819,1133415570,0.69727,29203,44,VA
20180629010540,20180629010541,0629,01,uva,2290,111192381,0.58765,29203,44,VA
20180629010550,20180629010551,0629,01,wisc,2295,114176056,0.921882,48113,47,WI
20180629010600,20180629010602,0629,01,wisc,2865,1189057078,1.297429,48113,47,WI
20180629010643,20180629010644,0629,01,wisc,40,2214959,0.808347,48113,47,WI
20180629010643,20180629010644,0629,01,uva,40,2214959,0.81167,29203,44,VA
20180629010657,20180629010657,0629,01,uva,2305,122945025,0.54762,29203,44,VA
20180629010658,20180629010659,0629,01,uva,2940,1290265068,0.709725,29203,44,VA
20180629010701,20180629010702,0629,01,wisc,2307,123820010,0.557743,48113,47,WI
20180629010703,20180629010703,0629,01,wisc,2960,1304369705,0.074572,48113,47,WI
20180629010755,20180629010756,0629,01,uva,2328,125216100,1.254428,29203,44,VA
20180629010811,20180629010812,0629,01,uva,3012,1319624669,0.598641,29203,44,VA
20180629010830,20180629010830,0629,01,wisc,3032,1340842775,0.579088,48113,47,WI
20180629010830,20180629010831,0629,01,wisc,2331,126524590,0.735405,48113,47,WI
20180629010927,20180629010927,0629,01,uva,3102,1433012685,0.576231,29203,44,VA
20180629010927,20180629010928,0629,01,wisc,3102,1433012685,0.64825,48113,47,WI
20180629010939,20180629010939,0629,01,uva,2341,132048562,0.255467,29203,44,VA
20180629010939,20180629010939,0629,01,wisc,2341,132048562,0.256924,48113,47,WI
20180629010944,20180629010945,0629,01,wisc,41,2283637,0.855408,48113,47,WI
20180629010944,20180629010944,0629,01,uva,41,2283637,0.523254,29203,44,VA
20180629011005,20180629011006,0629,01,wisc,2347,137528456,0.66238,48113,47,WI
20180629011039,20180629011041,0629,01,wisc,3196,1548960815,1.958715,48113,47,WI
20180629011042,20180629011042,0629,01,uva,2349,138793141,0.295956,29203,44,VA
20180629011111,20180629011113,0629,01,uva,3210,1557966125,1.426336,29203,44,VA
